,ranking,rating_vol,rdetails,lnglat,rsubrating,vtype,amenities,details,v_name,rating_cat,gd
22,"[13, 33]",27.0,,"[-115.0763, 36.12529]",{},Hotel_Review,"{'Services': 'Free Parking ', 'Things to do': 'Pool ', 'Internet': 'Free High Speed Internet ( WiFi ) '}","{'Also Known As:': 'Arizona Charlie`s Rv Park Hotel Las Vegas Arizona Charlies Rv Park ', 'Number of rooms:': '300', 'Address:': '4445 Boulder Hwy, Las Vegas, NV 89121-3007', 'Location:': 'United States | Nevada | Las Vegas'}",Arizona Charlie's RV Park,4.0,g45963-d121313
23,"[230, 267]",5.0,,"[-115.07345, 36.121555]",{},Hotel_Review,{},"{'Also Known As:': 'The Suites- Boulder Strip Hotel Las Vegas ', 'Number of rooms:': '280', 'Address:': '4625 Boulder Hwy, Las Vegas, NV 89121-3009', 'Location:': 'United States | Nevada | Las Vegas | Paradise', 'Price Range:': '$49 - $69 (Based on Average Rates for a Standard Room)'}",The Suites- Boulder Strip,1.5,g45963-d91745
24,"[169, 267]",522.0,,"[-115.1656, 36.100582]",{},Hotel_Review,"{'Things to do': 'Pool ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Self-Serve Laundry ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Non-Smoking Rooms '}","{'Address:': '167 E Tropicana Ave, Las Vegas, NV 89109-7306', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Americas Best Value Inn Las Vegas Hotel Las Vegas Best Value Inn Las Vegas ', 'Price Range:': '$40 - $106 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Hotwire, Sabre Hospitality Solutions, Travelocity, Orbitz, Odigeo, Hotels.com, getaroom.com, Expedia and Priceline so you can book your Americas Best Value Inn Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Americas Best Value Inn Las Vegas 2*', 'Number of rooms:': '262'}",Americas Best Value Inn Las Vegas,3.0,g45963-d97693
25,"[6, 33]",53.0,,"[-115.08349, 36.22292]",{},Hotel_Review,"{'Things to do': 'Pool Restaurant Casino and Gambling Bar/Lounge Fitness Center with Gym / Workout Room ', 'About the property': 'Non-Smoking Hotel Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Meeting Rooms Banquet Room Self-Serve Laundry Business Center with Internet Access ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi ', 'Room types': 'Non-Smoking Rooms Smoking rooms available '}","{'Number of rooms:': '196 ', 'Address:': '3640 Las Vegas Blvd N, Las Vegas, NV 89115-1557', 'Location:': 'United States | Nevada | Las Vegas'}",Hitchin' Post RV Park & Motel,4.5,g45963-d1228551
26,"[78, 267]",13608.0,,"[-115.17114, 36.11353]",{},Hotel_Review,"{'Things to do': 'Restaurant Fitness Center with Gym / Workout Room Pool Bar/Lounge Spa Casino and Gambling Hot Tub ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Room Service Business Center with Internet Access Free Parking Shuttle Bus Service Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'Food & drink at the hotel ': 'BLT Steak 416 reviewsCuisines: American, Steakhouse Sterling Brunch 438 reviewsCuisines: American, Sushi, Vegetarian Friendly, Seafood, International, Gluten Free Options SEA - The Thai Experience 416 reviewsCuisines: Asian, Thai, Vegetarian Friendly Nosh Deli 244 reviewsCuisines: Vegetarian Friendly, American Buca di Beppo 206 reviewsCuisines: Italian, American, Vegetarian Friendly Tequila Taqueria 152 reviewsCuisines: Mexican, Southwestern, Latin, Vegetarian Friendly ', 'Internet': 'Paid Wifi Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '3645 Las Vegas Blvd S, Las Vegas, NV 89109-4321', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': ""Bally`s Las Vegas Hotel Las Vegas Ballys Hotel Las Vegas Ballys Hotel In Las Vegas Nevada Bally's Hotel Las Vegas"", 'Price Range:': '$93 - $350 (Based on Average Rates for a Standard Room)', 'Reservation Options:': ""TripAdvisor is proud to partner with Expedia, Orbitz, Prestigia, Agoda, getaroom.com, Hotwire, Booking.com, Hotels.com, Odigeo and Vegas.com so you can book your Bally's Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers."", 'Hotel Style:': ' #22 Green Hotel in Las Vegas #34 Spa Hotel in Las Vegas #37 Casino Hotel in Las Vegas #73 Romantic Hotel in Las Vegas #73 Family Hotel in Las Vegas ', 'Hotel Class:': ""3.5 star — Bally's Las Vegas 3.5*"", 'Number of rooms:': '2814'}",Bally's Las Vegas,4.0,g45963-d121312
27,"[15, 33]",35.0,,"[-115.15355, 36.106514]",{},Hotel_Review,"{'Room types': 'Kitchenette Suites ', 'Services': 'Free Parking Business Center with Internet Access ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Also Known As:': 'Holiday Royale Apartment Hotel Las Vegas ', 'Number of rooms:': '297', 'Address:': '4505 Paradise Rd, Las Vegas, NV 89169-7110', 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$49 - $89 (Based on Average Rates for a Standard Room)'}",Holiday Royale Apartment Suites,3.5,g45963-d91859
28,"[11, 267]",22316.0,,"[-115.17019, 36.122684]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room Spa Casino and Gambling Hot Tub Pool Restaurant Bar/Lounge ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Business Center with Internet Access Meeting Rooms Laundry Service Room Service Free Parking Airport Transportation Dry Cleaning Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning Minibar ', 'Food & drink at the hotel ': 'Delmonico Steakhouse 1,777 reviewsCuisines: American, Steakhouse ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Non-Smoking Rooms Suites Family Rooms '}","{'Address:': '3355 Las Vegas Blvd S, Las Vegas, NV 89109-8941', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Venetian Resort Las Vegas Venetian Hotel Las Vegas Las Vegas Venetian', 'Price Range:': '$190 - $580 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Booking.com, Orbitz, IHG, Vegas.com, getaroom.com, Prestigia, Hotwire, Travelocity, Priceline, Odigeo and Jetsetter so you can book your Venetian Resort Hotel Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #6 Casino Hotel in Las Vegas #6 Green Hotel in Las Vegas #6 Business Hotel in Las Vegas #7 Romantic Hotel in Las Vegas #8 Luxury Hotel in Las Vegas #8 Spa Hotel in Las Vegas #11 Family Hotel in Las Vegas ', 'Hotel Class:': '5 star — Venetian Resort Hotel Casino 5*', 'Number of rooms:': '4027'}",Venetian Resort Hotel Casino,4.5,g45963-d97704
29,"[223, 267]",25.0,,,{},Hotel_Review,"{'Services': 'Free Parking Laundry Service ', 'Things to do': 'Pool '}","{'Also Known As:': 'Town And Country Manor Iii Hotel Las Vegas ', 'Number of rooms:': '205', 'Address:': '5390 Boulder Hwy, Las Vegas, NV 89122-6008', 'Location:': 'United States | Nevada | Las Vegas'}",Town and Country Manor III,1.5,g45963-d121302
30,"[92, 267]",11626.0,,"[-115.18644, 36.118713]",{},Hotel_Review,"{'Things to do': 'Restaurant Fitness Center with Gym / Workout Room Pool Bar/Lounge Casino and Gambling Spa Hot Tub ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Room Service Free Parking Business Center with Internet Access Laundry Service Shuttle Bus Service Dry Cleaning Meeting Rooms Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': ""Hash House A Go Go 489 reviewsCuisines: American, Gluten Free Options All-American Bar & Grille 475 reviewsCuisines: American, Bar Carnival World & Seafood Buffet 1,638 reviewsCuisines: Italian, Mexican, Chinese, American, Seafood, Sushi, Asian, Gluten Free Options Royal India Bistro 194 reviewsCuisines: Indian, Vegetarian Friendly Guy Fieri's El Burro Borracho 107 reviewsCuisines: Mexican Pho Da Nang 75 reviewsCuisines: Chinese, Asian, Vietnamese KJ Dim Sum & Seafood Chinese Restaurant 164 reviewsCuisines: Chinese, Seafood, Asian "", 'Internet': 'Paid Wifi Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '3700 West Flamingo Rd., Las Vegas, NV 89103-4043', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Rio All- Hotel Las Vegas Rio All-Suite Hotel And Casino Rio Suite Hotel Rio Hotel Las Vegas Rio Suite Resort Rio Casino Rio Suites', 'Price Range:': '$87 - $332 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Priceline, getaroom.com, Hotwire, Hotels.com, Odigeo, Vegas.com, Travelocity, Prestigia and Expedia so you can book your Rio All-Suite Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #23 Green Hotel in Las Vegas #39 Luxury Hotel in Las Vegas #46 Casino Hotel in Las Vegas #65 Family Hotel in Las Vegas #79 Business Hotel in Las Vegas #81 Romantic Hotel in Las Vegas ', 'Hotel Class:': '4 star — Rio All-Suite Hotel & Casino 4*', 'Number of rooms:': '2548'}",Rio All-Suite Hotel & Casino,3.5,g45963-d91673
31,"[5, 267]",13995.0,,"[-115.16573, 36.126476]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Bar/Lounge Spa Casino and Gambling Golf course Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Business Center with Internet Access Free Parking Room Service Laundry Service Airport Transportation Dry Cleaning Meeting Rooms Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning Minibar ', 'Food & drink at the hotel ': 'La Cave 792 reviewsCuisines: American, Wine Bar Lakeside - Wynn Las Vegas 811 reviewsCuisines: American, Seafood, Soups Terrace Pointe Cafe 850 reviewsCuisines: American, Cafe, International The Buffet at Wynn 5,112 reviewsCuisines: Italian, French, Mexican, Chinese, Japanese, American, Mediterranean, Sushi, European, Asian, Vegetarian Friendly, Soups, South American, Gluten Free Options Stratta 117 reviewsCuisines: Italian ', 'Internet': 'Paid Wifi Paid Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Suites Non-Smoking Rooms Accessible rooms '}","{'Address:': '3131 Las Vegas Boulevard South, Las Vegas, NV 89109-1967', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Wynn Las Vegas Hotel Las Vegas Wynn Hotel Las Vegas', 'Price Range:': '$231 - $842 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Hotwire, Hotels.com, Odigeo, Travelocity, getaroom.com, Vegas.com, Prestigia and Jetsetter so you can book your Wynn Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #3 Casino Hotel in Las Vegas #5 Luxury Hotel in Las Vegas #5 Romantic Hotel in Las Vegas #5 Spa Hotel in Las Vegas #8 Family Hotel in Las Vegas #12 Business Hotel in Las Vegas ', 'Hotel Class:': '5 star — Wynn Las Vegas 5*', 'Number of rooms:': '2700'}",Wynn Las Vegas,4.5,g45963-d503598
32,"[74, 267]",420.0,,"[-115.30456, 36.107048]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Services': 'Free Parking Shuttle Bus Service Business Center with Internet Access Self-Serve Laundry Concierge ', 'In your room': 'Air Conditioning Microwave Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Paid Internet ', 'Room types': 'Kitchenette Suites Family Rooms Non-Smoking Rooms Accessible rooms '}","{'Address:': '4550 S Grand Canyon Dr, Las Vegas, NV 89147-8252', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Cliffs At Peace Canyon Hotel Las Vegas Las Vegas Cliffs Peace Canyon Cliffs Peace Canyon Las Vegas', 'Price Range:': '$133 - $324 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Booking.com, Orbitz, Priceline, Travelocity, Hotwire and Odigeo so you can book your Cliffs at Peace Canyon reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #67 Romantic Hotel in Las Vegas #72 Family Hotel in Las Vegas #74 Business Hotel in Las Vegas ', 'Hotel Class:': '3 star — Cliffs at Peace Canyon 3*', 'Number of rooms:': '176'}",Cliffs at Peace Canyon,4.0,g45963-d530410
33,"[97, 267]",408.0,,"[-115.30274, 36.1118]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Family Rooms ', 'Services': 'Free Parking Business Center with Internet Access Free Breakfast Self-Serve Laundry Shuttle Bus Service Dry Cleaning Meeting Rooms Laundry Service ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '4280 S Grand Canyon Dr, Las Vegas, NV 89147-7168', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Hampton Inn & Suites Las Vegas - Red Rock/Summerlin Hotel Las Vegas Hampton Inn And Suites Las Vegas - Red Rock/Summerlin Hampton Inn Las Vegas Las Vegas Hampton Inn ', 'Price Range:': '$92 - $191 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hilton Hotels, Booking.com, Travelocity, Hotwire, Priceline, Hotels.com, Orbitz, Odigeo and Expedia so you can book your Hampton Inn & Suites Las Vegas-Red Rock/Summerlin reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2.5 star — Hampton Inn & Suites Las Vegas-Red Rock/Summerlin 2.5*', 'Number of rooms:': '106'}",Hampton Inn & Suites Las Vegas-Red Rock/Summerlin,4.0,g45963-d653214
34,"[95, 267]",214.0,,"[-115.18295, 36.08385]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Family Rooms ', 'Services': 'Business Center with Internet Access Free Parking Shuttle Bus Service Airport Transportation Meeting Rooms Dry Cleaning Laundry Service Banquet Room Multilingual Staff Self-Serve Laundry ', 'About the property': 'Wheelchair access ', 'Things to do': 'Restaurant Pool Bar/Lounge Fitness Center with Gym / Workout Room ', 'Internet': 'Free Internet '}","{'Address:': '5845 Dean Martin Dr, 5845 Industrial Road, Las Vegas, NV 89118-3189', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Courtyard By Marriott Las Vegas South Hotel Las Vegas Las Vegas Marriott Las Vegas Courtyard', 'Price Range:': '$125 - $223 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Marriott, Booking.com, Expedia, Hotwire, Odigeo, Hotels.com, Travelocity and Orbitz so you can book your Courtyard Las Vegas South reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #58 Business Hotel in Las Vegas #62 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3 star — Courtyard Las Vegas South 3*', 'Number of rooms:': '140'}",Courtyard Las Vegas South,4.0,g45963-d294793
